證券代碼,年月,營收成長率,ROE(A)－稅後
1582 信錦,202603,-5.7,0.71
1583 程泰,202603,7.95,0.39
1584 精剛,202603,-24.11,0.41
1586 和勤,202603,1.05,0.9
1587 吉茂,202603,34.95,0.2
1590 亞德客-KY,202603,23.68,5.16
1591 駿吉-KY,202603,877.69,-0.66
1593 祺驊,202603,10.18,2.18
1595 川寶,202603,-20.26,-1.49
1597 直得,202603,31.99,1.58
1598 岱宇,202603,-12.12,0.77
1599 宏佳騰,202603,26.6,0.62
1603 華電,202603,-8.51,0.6
1604 聲寶,202603,-3.58,2.13
1605 華新,202603,-8.41,2
1608 華榮,202603,22.24,1.88
1609 大亞,202603,16.77,3.02
1611 中電,202603,-10.9,1.04
1612 宏泰,202603,7.28,3.14
1614 三洋電,202603,-9.28,2.16
1615 大山,202603,-13,3.98
1616 億泰,202603,8.6,2.38
1617 榮星,202603,18.4,0.55
1618 合機,202603,7.21,4.64
1623 大東電,202603,12.42,8.07
1626 艾美特-KY,202603,-8.62,-6.08
1702 南僑,202603,-0.74,0.59
1707 葡萄王,202603,1.14,2.4
1708 東鹼,202603,2.31,3.75
1709 和益,202603,-7.54,2.91
1710 東聯,202603,-12.84,-1.71
1711 永光,202603,5.38,0.59
1712 興農,202603,-2.11,3.46
1713 國化,202603,3.28,5.24
1714 和桐,202603,33.43,2.29
1717 長興,202603,1.81,1.48
1718 中纖,202603,1.73,2.21
1720 生達,202603,0.72,3.25
1721 三晃,202603,-22.12,-4.05
1722 台肥,202603,12.56,0.34
1723 中碳,202603,-24.31,2.25
1725 元禎,202603,3.14,0.62
1726 永記,202603,4.2,3.08
1727 中華化,202603,14.94,1.71
1730 花仙子,202603,-2.28,4.58
1731 美吾華,202603,7.11,2.63
1732 毛寶,202603,6.95,3.02
1733 五鼎,202603,-6.99,4.41
1734 杏輝,202603,2.61,1.81
1735 日勝化,202603,-4.24,1.25
1736 喬山,202603,11.15,0.17
1737 臺鹽,202603,-3.62,1.38
1742 台蠟,202603,-56.82,-0.97
1752 南光,202603,-8.6,1.32
1760 寶齡富錦,202603,7.84,2.73
1762 中化生,202603,87.21,2.89
1773 勝一,202603,10.57,5.18
1776 展宇,202603,-6.93,2.48
1777 生泰,202603,-12.72,2.82
1780 立弘,202603,14.57,3.07
1781 合世,202603,-20.57,-2.81
1783 和康生,202603,7.72,3.34
1784 訊聯,202603,8.22,-0.05
1785 光洋科,202603,76.61,9.87
1786 科妍,202603,0.48,1.14
1788 杏昌,202603,9.01,3.36
1789 神隆,202603,-3.88,0.16
1795 美時,202603,82.77,2.37
1796 金穎生技,202603,-7.95,-0.84
1799 易威,202603,56.19,3.06
1802 台玻,202603,6.13,1.14
1805 寶徠,202603,16.94,1.12
1806 冠軍,202603,-22.63,-0.75
1808 潤隆,202603,17344.89,7.1
1809 中釉,202603,2.89,-0.01
1810 和成,202603,-8.14,14.54
1813 寶利徠,202603,-11.85,0.32
1815 富喬,202603,36.08,3.55
1817 凱撒衛,202603,-0.86,3.77
1903 士紙,202603,-2.23,-0.35
1904 正隆,202603,1.34,2.06
1905 華紙,202603,-9.02,-0.95
1906 寶隆,202603,1.85,-0.14
1907 永豐餘,202603,-0.58,0.27
1909 榮成,202603,5.25,-0.14
2002 中鋼,202603,-4.82,-0.56
2006 東和鋼鐵,202603,-6.19,3.64
2007 燁興,202603,-34.42,-5.87
2008 高興昌,202603,-23.57,0.64
2009 第一銅,202603,29.58,0.85
2010 春源,202603,15.01,2.9
2012 春雨,202603,-13.56,-0.61
2013 中鋼構,202603,-10.59,2.31
2014 中鴻,202603,-21.63,-1.22
2015 豐興,202603,-14.11,2.4
2017 官田鋼,202603,-8.35,-1.26
2020 美亞,202603,-6.52,2.49
2022 聚亨,202603,56.66,-0.32
2023 燁輝,202603,-12.03,-2.57
2024 志聯,202603,-8,1.39
2025 千興,202603,96.54,5.24
2027 大成鋼,202603,19.51,3.86
2028 威致,202603,6.87,1.02
2029 盛餘,202603,-18.07,1.39
2030 彰源,202603,-1.38,3.4
2031 新光鋼,202603,-8.96,0.67
2032 新鋼,202603,2.03,3.65
2033 佳大,202603,-2.45,0.7
2034 允強,202603,-22,0.02
2035 唐榮,202603,-2.13,4.89
2038 海光,202603,-23.11,0.67
2049 上銀,202603,9.26,1.46
2059 川湖,202603,37.82,11.71
2061 風青,202603,6.91,2.77
2062 橋椿,202603,6.95,0
2063 世鎧,202603,-14.46,1.71
2064 晉椿,202603,16.03,-0.02
2065 世豐,202603,-4.7,3.3
2066 世德,202603,4.05,4.01
2067 嘉鋼,202603,-3.52,-12.85
2069 運錩,202603,-13.85,2.49
2070 精湛,202603,8.24,1
2072 世紀風電,202603,41.41,4.2
2073 雄順,202603,-22.5,-1.89
2101 南港,202603,162.18,10.29
2102 泰豐,202603,-45.79,0.06
2103 台橡,202603,-0.44,2.3
2104 國際中橡,202603,-16.08,-3.93
2105 正新,202603,1.14,2.15
2106 建大,202603,-1.24,0.57
2107 厚生,202603,-16.58,0.52
2108 南帝,202603,14.29,1.7
2109 華豐,202603,-10.84,2.81
2114 鑫永銓,202603,9.43,3.42
2115 六暉-KY,202603,-1.15,0.84
2201 裕隆,202603,-3.48,1.11
2204 中華,202603,18.44,1.5
2206 三陽工業,202603,-0.92,2.57
2207 和泰車,202603,-1.68,4.38
2208 台船,202603,21.02,1.19
2211 長榮鋼,202603,-14.19,1.68
2221 大甲,202603,14.77,2.63
2227 裕日車,202603,-30.6,-1.46
2228 劍麟,202603,-4.3,1.35
2230 泰茂,202603,62.44,-7.13
2231 為升,202603,-13.78,0.38
2233 宇隆,202603,-7.46,2.69
2235 謚源,202603,-1.38,0.79
2236 百達-KY,202603,18.72,0.37
2237 華德動能,202603,190.96,10.54
2239 英利-KY,202603,-10.38,-1.45
2241 艾姆勒,202603,23.87,-0.7
2243 宏旭-KY,202603,179.4,5.43
2247 汎德永業,202603,-31.91,1.5
2248 華勝-KY,202603,30.3,5.16
2249 湧盛,202603,-20.57,7.27
2250 IKKA-KY,202603,-7.61,1.09
2254 巨鎧精密-創,202603,-83.36,-6.24
2258 鴻華先進-創,202603,-53.29,-6.95
2301 光寶科,202603,19.2,4.24
2302 麗正,202603,11.81,2.31
2303 聯電,202603,5.49,4.1
2305 全友,202603,49.16,2.04
2308 台達電,202603,34,6.98
2312 金寶,202603,-15.03,1.94
2313 華通,202603,16.85,3.18
2314 台揚,202603,54.49,-107.17
2316 楠梓電,202603,17.38,4.86
2317 鴻海,202603,28.9,2.88
2321 東訊,202603,-1.49,0.46
2323 中環,202603,15.95,-2.31
2324 仁寶,202603,1.11,1.63
2327 國巨*,202603,22.7,4.69
2328 廣宇,202603,-25.59,-0.62
2329 華泰,202603,19.2,2.08
2330 台積電,202603,35.13,10.06
2331 精英,202603,40.75,0.58
2332 友訊,202603,3.13,-0.18
2337 旺宏,202603,70.58,3.69
2338 光罩,202603,-5.48,3.01
2340 台亞,202603,-1.3,-3.44
2342 茂矽,202603,-11.73,-0.72
2344 華邦電,202603,91.34,8.54
2345 智邦,202603,64.02,13.55
2347 聯強,202603,38.25,3.75
2348 海悅,202603,-23.85,0.15
2349 錸德,202603,-4.31,-0.2
2351 順德,202603,11.04,3.13
2352 佳世達,202603,3.61,0.62
2353 宏碁,202603,18.07,1.37
2354 鴻準,202603,-15.75,0.61
2355 敬鵬,202603,5.61,1.41
2356 英業達,202603,27.56,3.24
2357 華碩,202603,41.08,3.63
2359 所羅門,202603,-26.8,2.29
2360 致茂,202603,72.75,12.93
2362 藍天,202603,19.24,0.8
2363 矽統,202603,123.56,0.45
2364 倫飛,202603,-10.6,5.64
2365 昆盈,202603,3.14,0.98
2367 燿華,202603,-10.13,-2.23
2368 金像電,202603,60.1,10.19
2369 菱生,202603,39.63,0.68
2371 大同,202603,8.94,-0.14
2373 震旦行,202603,-4.58,1.92
2374 佳能,202603,77.96,2.72
2375 凱美,202603,11.28,0.86
2376 技嘉,202603,59.79,8.8
2377 微星,202603,5.07,6.24
2379 瑞昱,202603,4,8.89
2380 虹光,202603,12.23,4.35
2382 廣達,202603,66.62,8.97
2383 台光電,202603,52.52,10.86
2385 群光,202603,-1.76,3.28
2387 精元,202603,-6.51,1.11
2388 威盛,202603,4.32,0.02
2390 云辰,202603,-22.36,4.38
2392 正崴,202603,-5.14,6.81
2393 億光,202603,0.27,2
2395 研華,202603,17.49,6.33
2397 友通,202603,18.54,2.14
2399 映泰,202603,-12.8,11.28
2401 凌陽,202603,12.78,0.88
2402 毅嘉,202603,15.22,0.28
2404 漢唐,202603,76.15,18.43
2405 輔信,202603,-2.78,0.01
2406 國碩,202603,168.28,3.43
2408 南亞科,202603,582.91,14.33
2409 友達,202603,-4.26,-0.64
2412 中華電,202603,7.49,2.61
2413 環科,202603,1.88,3.18
2414 精技,202603,29.16,4.65
2415 錩新,202603,14.51,1.35
2417 圓剛,202603,16.73,1.74
2419 仲琦,202603,9.46,0.68
2420 新巨,202603,0.78,3.91
2421 建準,202603,20.6,6.42
2423 固緯,202603,27.51,6.52
2424 隴華,202603,-43.1,-12.34
2425 承啟,202603,-0.94,0.16
2426 鼎元,202603,-9.86,0.44
2427 三商電,202603,70.53,1.66
2428 興勤,202603,8.32,2.46
2429 銘旺科,202603,-7.63,-5.02
2430 燦坤,202603,-1.07,0.2
2431 聯昌,202603,-46.02,-2.09
2432 倚天酷碁-創,202603,25.81,1.42
2433 互盛電,202603,0.63,1.93
2434 統懋,202603,5.98,-1.01
2436 偉詮電,202603,31.74,3.23
2438 翔耀,202603,80.46,-5.05
2439 美律,202603,23.85,2.05
2440 太空梭,202603,11.84,1.12
2441 超豐,202603,21.2,3.23
2442 新美齊,202603,605.52,7.17
2444 兆勁,202603,-30.73,-6.73
2449 京元電子,202603,39.32,4.36
2450 神腦,202603,15.06,1.03
2451 創見,202603,356.89,33.01
2453 凌群,202603,7.47,4.16
2454 聯發科,202603,-2.71,6.04
2455 全新,202603,20.87,5.6
2457 飛宏,202603,-7.21,-1.61
2458 義隆,202603,3.39,6.67
2459 敦吉,202603,6.37,2.47
2460 建通,202603,62.27,1.22
2461 光群雷,202603,2.06,1.06
2462 良得電,202603,-0.34,0.04
2464 盟立,202603,7.87,0.98
2465 麗臺,202603,91.29,9.41
2466 冠西電,202603,-22.07,0.26
2467 志聖,202603,72.75,6.19
2468 華經,202603,-19.51,1.66
2471 資通,202603,14.13,2.42
2472 立隆電,202603,9.25,2.81
2474 可成,202603,-13.25,1.06
2476 鉅祥,202603,31.66,2.82
2477 美隆電,202603,-3.27,0.41
2478 大毅,202603,9.61,2.24
2480 敦陽科,202603,17.07,8.59
2481 強茂,202603,11.38,1.93
2482 連宇,202603,2.43,-1.67
2483 百容,202603,14.15,0.64
2484 希華,202603,-6.66,1.32
2485 兆赫,202603,149.61,2.5
2486 一詮,202603,19.91,1.12
2488 漢平,202603,3.72,2.58
2489 瑞軒,202603,9.33,0.72
2491 吉祥全,202603,-18.74,8.43
2492 華新科,202603,9.13,1.55
2493 揚博,202603,1.24,5.19
2495 普安,202603,35.07,1.95
2496 卓越,202603,5.99,3.54
2497 怡利電,202603,5.1,3.68
2498 宏達電,202603,-7.86,-0.9
2501 國建,202603,116.44,4.84
2504 國產,202603,-6.01,2.96
2505 國揚,202603,-37.98,0.58
2506 太設,202603,-3.97,0.55
2509 全坤建,202603,-7.2,-2.49
2511 太子,202603,26.77,0.36
2514 龍邦,202603,15.33,1.37
2515 中工,202603,35.63,1.12
2516 新建,202603,-26.8,2.71
2520 冠德,202603,2.87,1.51
2524 京城,202603,-65.32,0.62
2527 宏璟,202603,2497.31,4.56
2528 皇普,202603,-99.62,-0.61
2530 華建,202603,15.56,-0.32
2534 宏盛,202603,-88.6,-0.08
2535 達欣工,202603,55.58,7.15
2536 宏普,202603,2.54,0.38
2537 聯上發,202603,298.1,2.66
2538 基泰,202603,-2.69,0.15
2539 櫻花建,202603,-55,4.45
2540 愛山林,202603,-18.86,-0.07
2542 興富發,202603,1361.07,4.98
2543 皇昌,202603,21.27,1.89
2545 皇翔,202603,35.49,-0.03
2546 根基,202603,8.58,3.05
2547 日勝生,202603,19.03,0.54
2548 華固,202603,36624.45,3.38
2596 綠意,202603,-63.07,0.78
2597 潤弘,202603,18.86,7.32
2601 益航,202603,-51,0.15
2603 長榮,202603,-21.33,1.46
2605 新興,202603,44.44,2.21
2606 裕民,202603,11.75,2.49
2607 榮運,202603,-13.7,1.79
2608 嘉里大榮,202603,1.71,2.06
2609 陽明,202603,-15.05,0.46
2610 華航,202603,8.01,5.55
2611 志信,202603,110.37,2.03
2612 中航,202603,0.92,1.8
2613 中櫃,202603,7.39,0.77
2614 東森,202603,-3.81,1.32
2615 萬海,202603,-9.3,2.73
2616 山隆,202603,-1.16,-6.97
2617 台航,202603,5.74,1.65
2618 長榮航,202603,10.14,6.09
2630 亞航,202603,-12.92,0.52
2633 台灣高鐵,202603,3.87,2.84
2634 漢翔,202603,0.64,1.45
2636 台驊控股,202603,-13.01,1.51
2637 慧洋-KY,202603,23.61,2.42
2640 大車隊,202603,5.46,6.65
2641 正德,202603,19.97,2.69
2642 宅配通,202603,-16.28,-3.69
2643 捷迅,202603,-24.75,1.19
2645 長榮航太,202603,13.12,7.37
2646 星宇航空,202603,22.91,2.88
2701 萬企,202603,5.07,0.6
2702 華園,202603,2.09,0.92
2704 國賓,202603,0.79,0.23
2705 六福,202603,-1.33,-0.8
2706 第一店,202603,1.16,0.68
2707 晶華,202603,4.92,18.11
2712 遠雄來,202603,9.18,-1.43
2718 全心投控,202603,467.96,3.59
2719 燦星旅,202603,-14.3,7.11
2722 夏都,202603,-1.52,-1.31
2723 美食-KY,202603,-16.67,2.35
2724 藝舍-KY,202603,-20.36,-5.92
2726 雅茗-KY,202603,-7.49,-3.5
2727 王品,202603,9.48,9.17
2729 瓦城,202603,3.53,2.76
2731 雄獅,202603,13.76,7.26
2732 六角,202603,43.75,2.77
2734 易飛網,202603,38.07,1.5
2736 富野,202603,7.99,-0.65
2739 寒舍,202603,1.7,7.65
2740 華軒,202603,-61.18,-17.62
2743 山富,202603,4.36,6.59
2745 五福,202603,13.46,11.15
2748 雲品,202603,4.98,3.32
2751 王座,202603,38.77,4.91
2752 豆府,202603,9.45,8.63
2753 八方雲集,202603,3.93,5.54
2754 亞洲藏壽司,202603,11.09,3.74
2755 揚秦,202603,20.77,5.57
2756 聯發國際,202603,50.59,2.23
2762 世界健身-KY,202603,9.38,7.88
2801 彰銀,202603,15.5,2.34
2809 京城銀,202603,8.67,2.26
2812 台中銀,202603,9.62,2.62
2816 旺旺保,202603,,4.69
2820 華票,202603,86.32,2.3
2823 凱基人壽,202603,,1.94
2832 台產,202603,,3.41
2833 台壽,202603,,3.8
2834 臺企銀,202603,2.87,2.32
2836 高雄銀,202603,7.1,1.38
2837 凱基銀行,202603,9.77,2.65
2838 聯邦銀,202603,13.72,1.74
2845 遠東銀,202603,10.61,1.73
2848 華南保,202603,,5.19
2849 安泰銀,202603,16.61,1.41
2850 新產,202603,,5.77
2851 中再保,202603,,7.82
2852 第一保,202603,,3.21
2855 統一證,202603,217.42,5.65
2867 三商壽,202603,,-0.21
2884 玉山金,202603,17.4,3.61
2893 新光銀行,202603,14.73,2.71
2897 王道銀行,202603,34.85,1.89
2901 欣欣,202603,9.81,0.86
2903 遠百,202603,-0.32,1.68
2904 匯僑,202603,-17.17,-0.56
2905 三商,202603,-33.78,0
2906 高林,202603,-0.83,1.12
2908 特力,202603,9.88,2.02
2910 統領,202603,6.04,1.9
2911 麗嬰房,202603,-32.34,5.58
2912 統一超,202603,4.59,6.48
2913 農林,202603,-7.34,-0.27
2915 潤泰全,202603,-35.5,2.44
2916 滿心,202603,0.61,5.21
2923 鼎固-KY,202603,153.7,0.06
2924 宏太-KY,202603,69.06,-2.5
2926 誠品生活,202603,4.52,1.31
2929 淘帝-KY,202603,-9.48,-0.88
2937 集雅社,202603,4.76,2.45
2938 床的世界,202603,1.02,1.63
2939 永邑-KY,202603,-17.19,-2.46
2941 米斯特,202603,6.45,3.9
2945 三商家購,202603,10.47,1.7
2947 振宇五金,202603,6.11,2.73
2948 寶陞,202603,1.46,1.18
2949 欣新網,202603,17.98,1.99
3002 歐格,202603,29.92,-0.49
3003 健和興,202603,25.52,1.23
3004 豐達科,202603,28.66,3.4
3005 神基,202603,-2.55,4.2
3006 晶豪科,202603,150.33,17.89
3008 大立光,202603,6.62,3.27
3010 華立,202603,17.44,2.86
3011 今皓,202603,-36.42,-6.76
3013 晟銘電,202603,21.92,5.26
3014 聯陽,202603,0.68,6.92
3015 全漢,202603,0.44,0.63
3016 嘉晶,202603,18.06,2.05
3017 奇鋐,202603,110.17,17.03
3018 隆銘綠能,202603,-58.66,-9.45
3019 亞光,202603,14.79,2.08
3021 鴻名,202603,-0.49,0.96
3022 威強電,202603,-10.38,1.45
3023 信邦,202603,1.64,5.03
3024 憶聲,202603,-58.96,0.2
3025 星通,202603,40.44,3.76
3026 禾伸堂,202603,6.36,4.48
3027 盛達,202603,-45.57,0.07
3028 增你強,202603,95.82,11.4
3029 零壹,202603,1.69,5.18
3030 德律,202603,25.81,8.24
3031 佰鴻,202603,14.54,0.74
3032 偉訓,202603,16.19,2.99
3033 威健,202603,19.56,6.81
3034 聯詠,202603,-14.66,5.39
3035 智原,202603,-65.2,0.97
3036 文曄,202603,99.77,6.06
3037 欣興,202603,24.45,4.81
3038 全台,202603,-6.8,2.08
3040 遠見,202603,9.23,0.18
3041 揚智,202603,9.73,-9.41
3042 晶技,202603,5.46,2.88
3043 科風,202603,-26.7,0.09
3044 健鼎,202603,22.4,5.24
3045 台灣大,202603,3.34,4.66
3046 建碁,202603,1.13,5.88
3047 訊舟,202603,-40.09,-2.01
3048 益登,202603,17.21,5.78
3049 精金,202603,-70.4,2.75
3050 鈺德,202603,-7.05,-0.34
3051 力特,202603,-17.71,2.95
3052 夆典,202603,13.4,1.08
3054 立萬利,202603,643.66,9.49
3055 蔚華科,202603,26.42,-0.99
3056 富華新,202603,-91.46,0.04
3057 喬鼎,202603,24.06,0.17
3058 立德,202603,-3.46,-2.38
3059 華晶科,202603,9.02,1.18
3060 銘異,202603,7.43,1.83
3062 建漢,202603,28.22,-4.23
3064 泰偉,202603,-11.23,-5.6
3066 李洲,202603,20.51,4.31
3067 全域,202603,81.6,0.94
3071 協禧,202603,30.74,1.3
3073 天方能源,202603,436.01,-0.03
3078 僑威,202603,-40.23,2.32
3081 聯亞,202603,98.98,7.53
3083 網龍,202603,26.5,1.99
3085 新零售,202603,-6.44,-4.16
3086 華義*,202603,-25.49,-1.5
3088 艾訊,202603,29.62,4.85
3090 日電貿,202603,18.36,3.12
3092 鴻碩,202603,-9.36,-7.24
3093 港建*,202603,-53.27,1.11
3094 聯傑,202603,-8.5,0.57
3095 及成,202603,9.52,4.31
3105 穩懋,202603,28.36,1.08
3114 好德,202603,15.19,2.95
3115 富榮綱,202603,53.3,-1.36
3118 進階,202603,-10.19,2.94
3122 笙泉,202603,-5.38,-3.3
3128 昇銳,202603,-9.2,1.94
3130 一零四,202603,4.37,6.71
3131 弘塑,202603,28.65,10.54
3135 凌航,202603,177.96,31.81
3138 耀登,202603,22.23,-0.07
3141 晶宏,202603,8.64,2.15
3147 大綜,202603,-5.14,9.61
3149 正達,202603,25.37,-3.36
3150 鈺寶-創,202603,-5.63,-0.12
3152 璟德,202603,-8.75,2.35
3158 嘉實,202603,12.9,4.32
3162 精確,202603,6.38,0.19
3163 波若威,202603,25.23,7.78
3164 景岳,202603,-10.34,0.13
3167 大量,202603,130.66,8.06
3168 眾福科,202603,6.53,2.36
3169 亞信,202603,-5.26,3.3
3171 炎洲流通,202603,77.62,6.55
3176 基亞,202603,-47.64,-1.57
3178 公準,202603,-8.5,0.02
3188 鑫龍騰,202603,888.43,13.11
3189 景碩,202603,28.83,1.89
3191 雲嘉南,202603,1.86,-5.67
3205 佰研,202603,45.75,0.31
3206 志豐,202603,-11.96,1.09
3207 耀勝,202603,10.07,0.24
3209 全科,202603,18.81,6.43
3211 順達,202603,41.54,3.35
3213 茂訊,202603,-4.51,4.24
3217 優群,202603,2.64,5.15
3218 大學光,202603,-2.97,7.25
3219 倚強科,202603,53.3,1.64
3221 台嘉碩,202603,-0.55,1.59
3224 三顧,202603,5.92,-0.92
3226 龍鋒,202603,-35.45,0.07
3227 原相,202603,-5.93,3.24
3228 金麗科,202603,0.86,-6.01
3229 晟鈦,202603,45.79,5.72
3230 錦明,202603,-14.93,-4.04
3231 緯創,202603,144.25,6.82
3232 昱捷,202603,-3.75,1.25
3234 光環,202603,-11.37,-4.88
3236 千如,202603,19.46,0.65
3252 海灣,202603,6.94,0.75
3257 虹冠電,202603,-33.39,0.91
3259 鑫創,202603,-11.98,-10.82
3260 威剛,202603,163.43,35.47
3264 欣銓,202603,23.99,4.68
3265 台星科,202603,20.66,3.87
3266 昇陽,202603,102.7,0.7
3268 海德威,202603,12.9,-0.67
3272 東碩,202603,-15.07,-18.16
3276 宇環,202603,1.13,-0.78
3284 太普高,202603,-4.04,3.12
3285 微端,202603,60.02,1.96
3287 廣寰科,202603,11.44,7.91
3288 點晶,202603,4.03,-1.19
3289 宜特,202603,-4.24,3.59
3290 東浦,202603,83.69,10.49
3293 鈊象,202603,16.89,20.27
3294 英濟,202603,0.24,-2.79
3296 勝德,202603,-12.11,-2.85
3297 杭特,202603,10.92,-0.29
3303 岱稜,202603,3.91,3.79
3305 昇貿,202603,62.51,4.11
3306 鼎天,202603,11.72,0.16
3308 聯德,202603,-4.16,0.08
3310 佳穎,202603,-70.62,1.23
3311 閎暉,202603,-13.19,1.36
3312 弘憶股,202603,-0.81,4.52
3313 斐成,202603,823.09,0.71
3317 尼克森,202603,12.48,2.35
3321 同泰,202603,-3.52,-8.6
3322 建舜電,202603,4.56,-4.86
3323 加百裕,202603,-7.7,-2.18
3324 雙鴻,202603,93.69,9.95
3325 旭品,202603,-23.09,-7.26
3332 幸康,202603,19.62,3.53
3338 泰碩,202603,-8.33,1.16
3339 泰谷,202603,52.21,-7.13
3346 麗清,202603,-17.32,-2.26
3349 寶德,202603,-37.09,-6.56
3354 律勝,202603,9.21,-1.52
3356 奇偶,202603,8.07,6.85
3357 臺慶科,202603,11.29,2.88
3360 尚立,202603,71.98,-0.67
3362 先進光,202603,9.67,-1.95
3363 上詮,202603,-7.15,-2.58
3372 典範,202603,35.89,-0.36
3373 熱映,202603,2.05,-1.55
3374 精材,202603,23.83,3.86
3376 新日興,202603,-16.14,0.17
3379 彬台,202603,-32.6,-2.29
3380 明泰,202603,17.47,0.21
3388 崇越電,202603,12.94,1.95
3390 旭軟,202603,8.29,-1.05
3402 漢科,202603,10.62,5.41
3406 玉晶光,202603,15.4,3.39
3413 京鼎,202603,14.22,2.94
3416 融程電,202603,18.21,4.3
3419 譁裕,202603,5.43,-4.08
3426 台興,202603,-27.49,1.04
3430 奇鈦科,202603,31.45,4.28
3432 台端,202603,371.38,-3.16
3434 哲固,202603,-49.06,0.55
3437 榮創,202603,-22.97,-3.32
3438 類比科,202603,-23.13,0.49
3441 聯一光,202603,24.51,2.28
3443 創意,202603,62.99,11.97
3444 利機,202603,4.91,1.77
3447 展達,202603,8.87,1.06
3450 聯鈞,202603,-24.33,2.3
3455 由田,202603,-59.46,-2
3465 進泰電子,202603,-23.84,-5.04
3466 德晉,202603,391.35,-1.7
3467 台灣精材,202603,9.93,1.57
3479 安勤,202603,11,4.46
3481 群創,202603,19.15,0.79
3483 力致,202603,13.06,0.34
3484 崧騰,202603,-3.97,1.49
3485 敘豐,202603,-6.85,4.28
3489 森寶,202603,122.49,-0.19
3490 單井,202603,1.94,8.71
3491 昇達科,202603,64.51,7.13
3492 長盛,202603,-10.87,1.65
3494 誠研,202603,17.73,-4.47
3498 陽程,202603,75.11,-0.53
3499 環天科,202603,-28.6,-6.19
3501 維熹,202603,-13.84,0.25
3504 揚明光,202603,5.37,0.21
3508 位速,202603,0.25,-3.65
3511 矽瑪,202603,1.12,-0.67
3512 皇龍,202603,-69.92,2
3515 華擎,202603,27.76,5.8
3516 亞帝歐,202603,31.82,0.45
3518 柏騰,202603,-16.16,18.52
3520 華盈,202603,26.75,-0.59
3521 台鋼建設,202603,-41.5,19.16
3522 御嵿,202603,16.59,6.14
3523 迎輝,202603,-55.51,-7.01
3526 凡甲,202603,19.13,7.91
3527 聚積,202603,-10.96,0.02
3528 安馳,202603,102.86,9.38
3529 力旺,202603,19.99,14.73
3530 晶相光,202603,56.4,1.39
3531 先益,202603,-25.23,1.01
3532 台勝科,202603,10.87,-0.28
3533 嘉澤,202603,20.12,5.76
3535 晶彩科,202603,538.98,7.26
3537 堡達,202603,6.62,5.46
3540 曜越,202603,-3.81,0.6
3541 西柏,202603,-4.27,0.25
3543 州巧,202603,-6.03,-0.73
3545 敦泰,202603,-17.33,0.06
3546 宇峻,202603,50.13,8.7
3548 兆利,202603,-35.55,-1.47
3550 聯穎,202603,21.61,1.32
3551 世禾,202603,19.11,3.03
3552 同致,202603,-15.19,0.02
3555 博士旺,202603,4201.68,32.91
3556 禾瑞亞,202603,23.07,6.25
3557 嘉威,202603,-28.46,1.62
3558 神準,202603,-23.43,0.31
3563 牧德,202603,9.02,5.32
3564 其陽,202603,11.76,-1.36
3567 逸昌,202603,-6.92,0.79
3570 大塚,202603,-8.21,6.75
3576 聯合再生,202603,-46.87,14.84
3577 泓格,202603,22.7,6.56
3580 友威科,202603,-29.61,-0.7
3581 博磊,202603,13.65,2.49
3583 辛耘,202603,10.95,4.76
3587 閎康,202603,15.03,3
3588 通嘉,202603,15.16,1.28
3591 艾笛森,202603,1.55,0.64
3592 瑞鼎,202603,-6.68,2.6
3593 力銘,202603,-44.64,-15.57
3594 磐儀,202603,33.94,-0.92
3596 智易,202603,0.64,4.19
3597 映興,202603,-1.77,0.55
3605 宏致,202603,9.48,1.35
3607 谷崧,202603,-0.29,0.2
3609 三一東林,202603,-39.76,-8.03
3611 鼎翰,202603,-3.17,3.96
3615 安可,202603,-18.31,0.72
3617 碩天,202603,2.2,4.26
3622 洋華,202603,-2.82,2.23
3623 富晶通,202603,12.21,2.13
3624 光頡,202603,17.61,2.51
3625 西勝,202603,15.04,0.28
3628 盈正,202603,15.19,1
3629 地心引力,202603,44072.22,-10.15
3630 新鉅科,202603,27.28,-1.83
3631 晟楠,202603,-14.87,-1.11
3632 研勤,202603,13.39,2.28
3645 達邁,202603,1.64,2.6
3646 艾恩特,202603,0.59,-2.78
3652 精聯,202603,10.12,1.58
3653 健策,202603,11.63,6.32
3661 世芯-KY,202603,-60.07,3.4
3663 鑫科,202603,113.14,1.08
3664 安瑞-KY,202603,-56.21,-155.95
3665 貿聯-KY,202603,29.42,4.87
3666 光耀,202603,-36.61,-3.11
3669 圓展,202603,23.5,1.99
3672 康聯訊,202603,-37.13,-4.97
3673 TPK-KY,202603,30.53,1.22
3675 德微,202603,9.49,3.19
3679 新至陞,202603,-15.33,3.47
3680 家登,202603,9.14,2.29
3684 榮昌,202603,12.17,2.84
3685 元創精密,202603,48.14,2.54
3686 達能,202603,25.7,-0.16
3687 歐買尬,202603,13.39,1.7
3689 湧德,202603,29.32,3.79
3691 碩禾,202603,181.19,4.21
3693 營邦,202603,-36.61,1.05
3694 海華,202603,26.56,4.11
3701 大眾控,202603,-29.03,-2.3
3702 大聯大,202603,27.19,6.47
3703 欣陸,202603,-14.07,1.02
3704 合勤控,202603,-10.3,0.98
3705 永信,202603,-15.54,2.91
3706 神達,202603,34.64,2.24
3707 漢磊,202603,20.15,-1.03
3708 上緯投控,202603,-90.37,-0.04
3709 鑫聯大投控,202603,33.92,11.91
3710 連展投控,202603,4.15,-12.41
3711 日月光投控,202603,17.22,3.86
